"Prod_Desc","Sub_Name","Cat_Name","ID_Proj","Proj_Name","BOM_Quant","Proj_City","Proj_State","Proj_Date"
"Disjuntor tripolar caixa moldada 160A, cabo 240mm²",Proteções Elétricas,Materiais Elétricos,13176,Disjuntor HCPM,1.0,Palmeira das Missões,RS,"2025-03-24"
CONJUNTO PREMOLDADO COMPOSTO POR GRELHA 099 X 045 M QUADRO 110 X 052 M E CANTONEIRA 110 X 035 M EM CONCRETOARMADO COM FCK DE 21 MPA,Artefatos de Concreto,Infraestrutura,13178,Conjunto Pre Moldado - Cascavel  - PR,140.0,Cascavel,PR,"2025-03-24"
"Porcelanato 61,1 x 61,1 cm",Pisos Cerâmicos,Pisos e Revestimentos,13179,TesteTesteTeste,1.0,"3213123",BA,"2025-03-24"
"Porcelanato 61,1 x 61,1 cm",Pisos Cerâmicos,Pisos e Revestimentos,13180,"123124",1.0,"412412",MA,"2025-03-24"
JUNTA FUGEMBAND O-35,Outros - Materiais de Construção,Construção Civil,13181,JUNTA FUGEMBAND - Curitiba  - PR,755.0,Curitiba,PR,"2025-03-24"
TUBO 40 MACHO/FEMEA PA2,Artefatos de Concreto,Infraestrutura,13182,TUBO 40 MACHO/FEMEA PA2 - Goioerê - PR,180.0,Goioerê,PR,"2025-03-24"
ELETROCALHA CONSTRUCAO:SIMPLES MATERIAL/ACAB:ACO CARBONO GALVANIZADO FOGO DIMENSOES:100X100X3000MM CHAPA:PERFURADA SECAO:FORMATO U TAMPA:C/ TAMPA VIROLA:C/VIROLA F/R: OBO/ELP1010 C/V 14 GF,Eletrocalhas,Materiais Elétricos,13183,ELETROCALHA - São Paulo - SP,3.0,São Paulo,SP,"2025-03-24"
"PLACA JUNCAO P/ELETROCALHA ELETROCALHA:100X100MM CONSTRUCAO:RETA MATERIAL:FIBRA VIDRO DIMENSOES PLACA:100X5X100MM NUMERO FUROS:C/4 FUROS TALA EXPANCAO, S/REVESTIMENTO F/R: COGUMELO/EMJ 100 X100 COGUMELO/EMJ04 TECH COMPOSITE/80450002",Eletrocalhas,Materiais Elétricos,13183,ELETROCALHA - São Paulo - SP,10.0,São Paulo,SP,"2025-03-24"
ELETROCALHA CONSTRUCAO:LISA MATERIAL/ACAB:FIBRA VIDRO DIMENSOES:200X100X3000MM CHAPA:LISA SECAO:FORMATO U TAMPA:S/ TAMPA ADAPTAVEL:P/DUTO VIROLA:S/VIROLA,Eletrocalhas,Materiais Elétricos,13183,ELETROCALHA - São Paulo - SP,4.0,São Paulo,SP,"2025-03-24"
"SAIDA ELETROCALHA P/ELETRODUTO CONSTRUCAO:HORIZONTAL DIAMETRO:1POL MATERIAL/ACABAMENTO:ACO CARBONO GALVANIZADO FOGO FIXACAO:2 FUROS OBLONGOS S/ROSCA OUTPUT, CABLE TRAY F/CONDUIT CONSTR:HORIZONTAL DIAMETER:1IN MATERIAL/FINISH:HOT DIP GALVANIZED CARBON STEEL FIXATION:2 OBLONG HOLES",Eletrocalhas,Materiais Elétricos,13183,ELETROCALHA - São Paulo - SP,10.0,São Paulo,SP,"2025-03-24"
"CURVA ELETROCALHA CONSTRUCAO:HORIZONTAL ANGULO:90GR MATERIAL/ACABAMENTO:ACO CARBONO GALVANIZADO FOGO DIMENSOES:200X100MM RAIO CURVATURA:200MM CONSTRUCAO CORPO:PERFURADA FORMATO SECAO:FORMATO C TAMPA:S/ TAMPA TIPO: PESADA, CHAPA MSG 12 BEND, CABLE TRAY CONSTRUCTION:HORIZONTAL ANGLE:90DEG MATERIAL/FINISH:HOT DIP GALVANIZED CARBON STEEL DIMENSIONS:200X100MM BENDING RADIUS:200MM BODY CONSTRUCTION:PERFORATED SECTION SHAPE:SHAPE C COVER:W/O COVER",Tubos e conexões industriais,Ferragens,13183,ELETROCALHA - São Paulo - SP,2.0,São Paulo,SP,"2025-03-24"
"Poste metálico não normalizado ;para iluminação ;articulável ;estrutura cilíndrica ;Em alumínio ;altura útil 2,7 m ;DN 1 1/2 POL ;fixação roscada ;Rosca NPT ;SEM JANELA DE INSPEÇÃO ;IP65 - NBR IEC 60529 ;Tp: 0000000234 GRP112NAL2",Poste Metálico,Infraestrutura,13184,Poste metálico - Rio de Janeiro - RJ,7.0,Rio de Janeiro,RJ,"2025-03-24"
roda pé de granilite,Sem Categoria,Outros,13185,"13185 - Mayara ",200.0,,,"2025-03-25"
"Porca sextavada ;padr. ISO 4033 ;AC ISO 898-2 cl. 10 ;tam. M36, passo de rosca 4,00",Ferragens para Fixar e Montar,Ferragens,13186,Porca sextavada - Belo Horizonte - MG,200.0,Belo Horizonte,MG,"2025-03-25"
"RODAPE PRE-MOLDADO DE GRANILITE, MARMORITE OU GRANITINA A = 8CM",Rodapés,Madeiras,13187,Rodape - Porto Alegre - RS,260.0,Porto Alegre,RS,"2025-03-25"
Branca de embutir,Luminárias,Iluminação,13188,"13188 - Jessica",1.0,,,"2025-03-25"
Tubo PEAD 630mm              ,Outros - Materiais Hidráulicos,Materiais Hidráulicos,13189,Tubo PEAD - São Lourenço do Sul - RS,1.0,São Lourenço do Sul,RS,"2025-03-25"
 Concreto betuminoso usinado a quente (C.B.U.Q.),Concreto,Infraestrutura,13190,Concreto Betuminoso - Andrelândia- MG,3500.0,Andrelândia,MG,"2025-03-25"
Emulsão asfáltica de ruptura rápida tipo RR-1C,Manta e Produtos Asfálticos,Pavimentação,13190,Concreto Betuminoso - Andrelândia- MG,7000.0,Andrelândia,MG,"2025-03-25"
"Junta circular para flange ; tipo anel plano(FR ou RF) ; padrão ASME B16.20 ; espiralada ; aço inox, AISI-316 ; inserção de grafite flexível ; anel de centralização externo ; DN 6pol ; classe 150 ; espessura 4,45mm (0.175pol) ; diâm. ext. da junta 8,25pol ; diâm. int. da junta  7,19 pol ; D.E do anel central.  8,75pol ; anel externo em aço carbon",Tubos e conexões industriais,Ferragens,13191,Juntas - Rio de Janeiro - RJ,15.0,Rio de Janeiro,RJ,"2025-03-25"
"Junta circular para flange ; tipo anel plano(FR ou RF) ; padrão ASME B16.20 ; espiralada ; aço inox, AISI-316 ; inserção de grafite flexível ; anel de centralização externo ; DN 4pol ; classe 150 ; espessura 4,45mm (0.175pol) ; diâm. ext. da junta 5,88pol ; diâm. int. da junta  5,00 pol ; D.E do anel central.  6,88pol ; anel externo em aço carbono",Tubos e conexões industriais,Ferragens,13191,Juntas - Rio de Janeiro - RJ,1.0,Rio de Janeiro,RJ,"2025-03-25"
"Junta circular para flange ; tipo anel plano(FR ou RF) ; padrão ASME B16.20 ; espiralada ; aço inox, AISI-316 ; inserção de grafite flexível ; anel de centralização externo ; DN 6pol ; classe 150 ; espessura 4,45mm (0.175pol) ; diâm. ext. da junta 8,25pol ; diâm. int. da junta  7,19 pol ; D.E do anel central.  8,75pol ; anel externo em aço carbono",Tubos e conexões industriais,Ferragens,13191,Juntas - Rio de Janeiro - RJ,4.0,Rio de Janeiro,RJ,"2025-03-25"
"Junta circular para flange ; tipo anel plano(FR ou RF) ; padrão ASME B16.21 ; plana, não metálica ; aramida c/ borracha NBR grafit ; inserção metálica lisa ; DN 2pol ; classe 150 ; espessura 3,17mm (0.125pol) ; diâm. ext. da junta 4,12pol ; diâm. int. da junta  2,38 pol",Tubos e conexões industriais,Ferragens,13191,Juntas - Rio de Janeiro - RJ,1.0,Rio de Janeiro,RJ,"2025-03-25"
"Junta circular para flange ; tipo anel plano(FR ou RF) ; padrão ASME B16.21 ; plana, não metálica ; aramida com borracha NBR ; DN 1 1/2pol ; classe 150 ; espessura 3,17mm (0.125pol) ; diâm. ext. da junta 3,38pol ; diâm. int. da junta  1,91 pol",Tubos e conexões industriais,Ferragens,13191,Juntas - Rio de Janeiro - RJ,1.0,Rio de Janeiro,RJ,"2025-03-25"
"Junta circular para flange ; tipo anel plano(FR ou RF) ; padrão ASME B16.20 ; espiralada ; aço inox, AISI-316 ; inserção de grafite flexível ; anel de centralização externo ; DN 1 1/2pol ; classe 300 ; espessura 4,45mm (0.175pol) ; diâm. ext. da junta 2,75pol ; diâm. int. da junta  2,13 pol ; D.E do anel central.  3,75pol ; anel externo em aço carbono ;",Tubos e conexões industriais,Ferragens,13191,Juntas - Rio de Janeiro - RJ,3.0,Rio de Janeiro,RJ,"2025-03-25"
"Junta circular para flange ; tipo anel plano(FR ou RF) ; padrão ASME B16.20 ; espiralada ; aço inox, AISI-316 ; inserção de grafite flexível ; anel de centralização externo ; DN 1pol ; classe 300 ; espessura 4,45mm (0.175pol) ; diâm. ext. da junta 1,88pol ; diâm. int. da junta  1,25 pol ; D.E do anel central.  2,88pol ; anel externo em aço carbono",Tubos e conexões industriais,Ferragens,13191,Juntas - Rio de Janeiro - RJ,8.0,Rio de Janeiro,RJ,"2025-03-25"
"Junta circular para flange ; tipo anel plano(FR ou RF) ; padrão ASME B16.20 ; espiralada ; aço inox, AISI-316 ; inserção de grafite flexível ; anel de centralização ext/int ; DN 1pol ; classe 300 ; espessura 4,45mm (0.175pol) ; diâm. ext. da junta 1,88pol ; diâm. int. da junta  1,25 pol ; D.E do anel central.  2,88pol ; anel ext. AC/anel int AISI-316",Tubos e conexões industriais,Ferragens,13191,Juntas - Rio de Janeiro - RJ,8.0,Rio de Janeiro,RJ,"2025-03-25"
"Junta circular para flange ; tipo anel plano(FR ou RF) ; padrão ASME B16.20 ; espiralada ; aço inox, AISI-316L ; inserção de grafite flexível ; anel de centralização ext/int ; DN 4pol ; classe 150 ; espessura 4,45mm (0.175pol) ; diâm. ext. da junta 5,88pol ; diâm. int. da junta  5,00 pol ; D.E do anel central.  6,88pol ; anel ext/int. em AISI-316L",Tubos e conexões industriais,Ferragens,13191,Juntas - Rio de Janeiro - RJ,8.0,Rio de Janeiro,RJ,"2025-03-25"
"Junta especial para equipamento ; tipo anel oval RTJ especial ; em AI AISI 316L ; diâmetro externo 1078,4mm ; diâmetro interno 1046,6mm ; espessura 22,2mm ; dureza 170HB máx.",Sem Categoria,Outros,13191,Juntas - Rio de Janeiro - RJ,14.0,Rio de Janeiro,RJ,"2025-03-25"
"Eletroduto pvc rígido para instalação aparente Ø 1.1/4"" - Tigre / Similar	",Tubos e Eletrodutos,Materiais Elétricos,13192,Eletroduto - Salvador - BA,4.0,Salvador,BA,"2025-03-25"
"Eletroduto pvc rígido p/ instalação aparente cor branca Ø 3/4"" - EletroWetzel Plastik / Similar	",Tubos e Eletrodutos,Materiais Elétricos,13192,Eletroduto - Salvador - BA,155.0,Salvador,BA,"2025-03-25"
"Eletroduto pvc rígido para instalação embutida no piso Ø 3/4"" - Tigre / Similar	",Tubos e Eletrodutos,Materiais Elétricos,13192,Eletroduto - Salvador - BA,14.0,Salvador,BA,"2025-03-25"
"Curva p/ eletroduto pvc rígido Ø 90º x 3/4"" - Tigre / Similar	",Tubos e Eletrodutos,Materiais Elétricos,13192,Eletroduto - Salvador - BA,12.0,Salvador,BA,"2025-03-25"
"Luva p/ eletroduto pvc rígido Ø 3/4""	",Tubos e Eletrodutos,Materiais Elétricos,13192,Eletroduto - Salvador - BA,24.0,Salvador,BA,"2025-03-25"
"Condulete multiplo 4""x2"" Ø 3/4"" - PoliWetzel / Similar	",Sem Categoria,Outros,13192,Eletroduto - Salvador - BA,492.0,Salvador,BA,"2025-03-25"
"Conector para condulete multiplo Ø 3/4"" - PoliWetzel / Similar	",Sem Categoria,Outros,13192,Eletroduto - Salvador - BA,772.0,Salvador,BA,"2025-03-25"
"Tampão para condulete Ø 3/4"" - PoliWetzel / Similar	",Sem Categoria,Outros,13192,Eletroduto - Salvador - BA,1688.0,Salvador,BA,"2025-03-25"
"Caixa de passagem pvc branco 4"" x 4"" com tampa	",Sem Categoria,Outros,13192,Eletroduto - Salvador - BA,15.0,Salvador,BA,"2025-03-25"
"Abraçadeira pvc branca p/ eletroduto Ø 3/4"" - Wetzel / Similar	",Ferragens para Fixar e Montar,Ferragens,13192,Eletroduto - Salvador - BA,186.0,Salvador,BA,"2025-03-25"
parafuso cabeça quadrada 16 x 125mm	,Ferragens para Fixar e Montar,Ferragens,13192,Eletroduto - Salvador - BA,1.0,Salvador,BA,"2025-03-25"
Fita de aço perfurada 19 mm x 30 m	,Sem Categoria,Outros,13192,Eletroduto - Salvador - BA,4.0,Salvador,BA,"2025-03-25"
"Parafuso chumbador URV Ø 1/4""	",Sem Categoria,Outros,13192,Eletroduto - Salvador - BA,2.0,Salvador,BA,"2025-03-25"
Lâmina de serra Starret	,Acessórios e Consumíveis para Ferramentas,Ferramentas,13192,Eletroduto - Salvador - BA,10.0,Salvador,BA,"2025-03-25"
"Eletroduto pvc rígido p/ instalação aparente cor cinza Ø 3/4"" - EletroWetzel Plastik / Similar	",Tubos e Eletrodutos,Materiais Elétricos,13192,Eletroduto - Salvador - BA,92.0,Salvador,BA,"2025-03-25"
"Eletroduto pvc rígido para instalação embutida no piso Ø 3/4"" - Tigre / Similar	",Tubos e Eletrodutos,Materiais Elétricos,13192,Eletroduto - Salvador - BA,6.0,Salvador,BA,"2025-03-25"
"Curva p/ eletroduto pvc rígido Ø 90º x 3/4"" - Tigre / Similar	",Tubos e Eletrodutos,Materiais Elétricos,13192,Eletroduto - Salvador - BA,4.0,Salvador,BA,"2025-03-25"
"Luva p/ eletroduto pvc rígido Ø 3/4""	",Tubos e Eletrodutos,Materiais Elétricos,13192,Eletroduto - Salvador - BA,8.0,Salvador,BA,"2025-03-25"
"Condulete multiplo 4""x2"" Ø 3/4"" - PoliWetzel / Similar	",Sem Categoria,Outros,13192,Eletroduto - Salvador - BA,138.0,Salvador,BA,"2025-03-25"
"Conector para condulete multiplo Ø 3/4"" - PoliWetzel / Similar	",Sem Categoria,Outros,13192,Eletroduto - Salvador - BA,227.0,Salvador,BA,"2025-03-25"
"Tampão para condulete Ø 3/4"" - PoliWetzel / Similar	",Sem Categoria,Outros,13192,Eletroduto - Salvador - BA,463.0,Salvador,BA,"2025-03-25"
Caixa de passagem metálica 15x15 cm com tampa	,Quadros e Caixas Elétricas,Materiais Elétricos,13192,Eletroduto - Salvador - BA,17.0,Salvador,BA,"2025-03-25"
"Caixa de passagem pvc cinza 4"" x 4"" com tampa	",Sem Categoria,Outros,13192,Eletroduto - Salvador - BA,3.0,Salvador,BA,"2025-03-25"
"Abraçadeira pvc cinza p/ eletroduto Ø 3/4"" - Wetzel / Similar	",Ferragens para Fixar e Montar,Ferragens,13192,Eletroduto - Salvador - BA,112.0,Salvador,BA,"2025-03-25"
"Parafuso chumbador URV Ø 1/4""	",Sem Categoria,Outros,13192,Eletroduto - Salvador - BA,16.0,Salvador,BA,"2025-03-25"
Fita de aço perfurada 19 mm x 30 m	,Sem Categoria,Outros,13192,Eletroduto - Salvador - BA,2.0,Salvador,BA,"2025-03-25"
parafuso rosca dupla 16 x 250mm	,Sem Categoria,Outros,13192,Eletroduto - Salvador - BA,2.0,Salvador,BA,"2025-03-25"
Pedregulho ;peneirado ;Granulometria 6 a 13 mm ;isento de material orgânico ;isento de solo vegetal ;a granel    ,"Areia, Pedra Brita, Gesso, Cal e Argila",Construção Civil,13193,Pedregulho  - Macaé - RJ,3.0,Macaé,RJ,"2025-03-25"
Aduela de concreto ø 80 cm ,Aduela de Concreto,Infraestrutura,13194,Aduela - Guaratingueta - SP,25.0,Guaratinguetá,SP,"2025-03-25"
Aduela de concreto ø 100 cm,Aduela de Concreto,Infraestrutura,13194,Aduela - Guaratingueta - SP,20.0,Guaratinguetá,SP,"2025-03-25"
Aduela cônica de concreto ø 80 cm x ø 60 cm,Aduela de Concreto,Infraestrutura,13194,Aduela - Guaratingueta - SP,15.0,Guaratinguetá,SP,"2025-03-25"
Aduela cônica de concreto ø 100 cm x ø 60 cm,Aduela de Concreto,Infraestrutura,13194,Aduela - Guaratingueta - SP,15.0,Guaratinguetá,SP,"2025-03-25"
"Prancha/Pranchão/Linha ;em maçaranduba ;Aparelhada ;Acabamento aparelhado ;1,00 x 0,20 x 0,35m ;  LI-3010.0G-1350-140-PHM-016",Madeiras para Construção,Madeiras,13196,Prancha - Macaé - RJ,28.0,Macaé,RJ,"2025-03-25"
"Prancha/Pranchão/Linha ;em maçaranduba ;Aparelhada ;Acabamento aparelhado ;1,70 x 0,225 x 0,09m ;  LI-3010.0G-1350-140-PHM-016",Madeiras para Construção,Madeiras,13196,Prancha - Macaé - RJ,22.0,Macaé,RJ,"2025-03-25"
"Prancha/Pranchão/Linha ;em maçaranduba ;Aparelhada ;Acabamento aparelhado ;2,66 x 0,225 x 0,09m ;  LI-3010.0G-1350-140-PHM-016",Madeiras para Construção,Madeiras,13196,Prancha - Macaé - RJ,13.0,Macaé,RJ,"2025-03-25"
"Quadro Geral metálico com 58 lugares + geral, barramento de cobre 25,4 x 3,18 mm - QDT.7",Quadros e Caixas Elétricas,Materiais Elétricos,13197,Quadro Geral - São Paulo - SP,1.0,São Paulo,SP,"2025-03-25"
"Quadro Geral metálico com 24 lugares + geral, barramento de cobre 25,4 x 1,59 mm - QDT.6",Quadros e Caixas Elétricas,Materiais Elétricos,13197,Quadro Geral - São Paulo - SP,1.0,São Paulo,SP,"2025-03-25"
"Quadro Geral metálico com 72 lugares + geral, barramento de cobre 25,4 x 3,18 mm - QDT.5",Quadros e Caixas Elétricas,Materiais Elétricos,13197,Quadro Geral - São Paulo - SP,1.0,São Paulo,SP,"2025-03-25"
"Quadro Geral metálico com 24 lugares + geral, barramento de cobre 25,4 x 1,59 mm - QDT.4",Quadros e Caixas Elétricas,Materiais Elétricos,13197,Quadro Geral - São Paulo - SP,1.0,São Paulo,SP,"2025-03-25"
"Quadro Geral metálico com 94 lugares + geral, barramento de cobre 101,6 x 12,77 mm - QGBT",Quadros e Caixas Elétricas,Materiais Elétricos,13197,Quadro Geral - São Paulo - SP,1.0,São Paulo,SP,"2025-03-25"
"Quadro Geral metálico com 30 lugares + geral, barramento de cobre 25,4 x 1,59 mm - QDT.3",Quadros e Caixas Elétricas,Materiais Elétricos,13197,Quadro Geral - São Paulo - SP,1.0,São Paulo,SP,"2025-03-25"
"Quadro Geral metálico com 52 lugares + geral, barramento de cobre 25,4 x 1,59 mm - QDT.2",Quadros e Caixas Elétricas,Materiais Elétricos,13197,Quadro Geral - São Paulo - SP,1.0,São Paulo,SP,"2025-03-25"
"Quadro Geral metálico com 49 lugares + geral, barramento de cobre 25,4 x 1,59 mm - QDT.1",Quadros e Caixas Elétricas,Materiais Elétricos,13197,Quadro Geral - São Paulo - SP,1.0,São Paulo,SP,"2025-03-25"
Junta circular para flange,Outros - Ferragens,Ferragens,13199,"13199 - Davi Monteiro",15.0,,,"2025-03-26"
Geladeira 127w - Refrigerador com Freezer - Cor Branca - 320l,Eletros para Cozinha,Eletros,13200,Geladeira com Freezer - Condomínio Edifício Le Quartier,1.0,Porto Alegre,RS,"2025-03-26"
"TUBOS DE CONCRETO ARMADO, DIÂMETRO 60CM - TIPO PA-2",Aduela de Concreto,Infraestrutura,13201,Tubo Concreto - Jundiaí - SP,12.0,Jundiaí,SP,"2025-03-26"
"Boca de lobo dupla de concreto pré-moldado com tampa e grelha (dimensões mínimas: 0,80x2,00x1,10m) - ABNT NBR 12656.",Concreto,Infraestrutura,13201,Tubo Concreto - Jundiaí - SP,1.0,Jundiaí,SP,"2025-03-26"
"TIRANTE EM FERRO GALVANIZADO PARA CONTRAVENTAMENTO DE TELHA CANALETE 90, 1/4 "" X 400 MM",Canos e Conexões Hidráulicas,Materiais Hidráulicos,13202,Tirante Galvanizado - Belo Horizonte - MG,2.0,Belo Horizonte,MG,"2025-03-26"
"Parafuso tipo U  redondo  AL ASTM A193 gr B7, rev. Zn-Ni  Revestimento: borracha vulcanizada  p/tubo DN  3/4pol  DN 1/4pol, 20 UNC-2ª",Ferragens para Fixar e Montar,Ferragens,13203,Parafuso tipo U - São Paulo - SP,106.0,São Paulo,SP,"2025-03-26"
"Parafuso tipo U  redondo  AC ASTM A307 gr B  Revestimento: em PTFE  p/tubo DN 1pol  DN 1/4pol, 20UNC-2A",Ferragens para Fixar e Montar,Ferragens,13203,Parafuso tipo U - São Paulo - SP,43.0,São Paulo,SP,"2025-03-26"
"Cantoneira de aço carbono ;Cantoneira ASTM A6M ;ASTM A36 ;L38 x 38 x 6,4 mm",Perfis e chapas em aço carbono,Ferragens,13204,Cantoneira  - Macaé - RJ,3.0,Macaé,RJ,"2025-03-26"
"TELHA ESTRUTURAL DE FIBROCIMENTO 2 ABAS, DE 1,00 X 7,40 M (SEM AMIANTO)",Telhas,Construção Civil,13205,TELHA ESTRUTURAL - Itariri - SP,8.0,Itariri,SP,"2025-03-27"
SOLVENTE A B/HIDROCARB. AROMÁTI./ÁLCOOL P/ TINTA PRIMER/ÓXIDO DE FERRO TAMBOR COM 200L,Verniz e Solvente,Tintas e Acessórios,13206,Solvente - Guapimirim - RJ,1.0,Guapimirim,RJ,"2025-03-27"
"LUMINARIA DE LED PARA ILUMINACAO PUBLICA, DE 68 W ATE 97 W, INVOLUCRO EM ALUMINIO OU ACO INOX",Luminárias,Iluminação,13207,Luminaria - Joinville - SC,76.0,Joinville,SC,"2025-03-28"
"Mastro telescópio de inox, 4m, diâmetro 1""  ",Para Raios e SPDA,Materiais Elétricos,13208,Mastro telescópio - Macaé - RJ,2.0,Macaé,RJ,"2025-03-28"
"Mastro telescópio de inox, 4m, diâmetro 1""  ",Para Raios e SPDA,Materiais Elétricos,13209,Mastro telescópio - Macaé - RJ,1.0,Macaé,RJ,"2025-03-28"
tubo de concreto,Artefatos de Concreto,Infraestrutura,13210,"13210 - Nelio",30.0,Belém,PA,"2025-03-30"
Lampada led 9w quente      ,Lâmpadas,Iluminação,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
Lampada led 9w fria     ,Lâmpadas,Iluminação,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
Saco de lixo 40L             ,Produtos para Limpeza,Materiais de Limpeza,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
Saco de lixo 50L             ,Produtos para Limpeza,Materiais de Limpeza,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
Saco de lixo 100L          ,Produtos para Limpeza,Materiais de Limpeza,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
Saco de lixo 110L           ,Produtos para Limpeza,Materiais de Limpeza,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
Saco de lixo 150L                         ,Produtos para Limpeza,Materiais de Limpeza,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
Saco de lixo 200L      ,Produtos para Limpeza,Materiais de Limpeza,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
Saco de lixo 240L           ,Produtos para Limpeza,Materiais de Limpeza,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
Saco de lixo 60L Resistente,Sacos de Entulho,Construção Civil,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
Saco de lixo 30L Resistente,Sacos de Entulho,Construção Civil,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
MASSA CORRIDA PARA SUPERFICIES DE AMBIENTES INTERNOS,Massa Corrida e Niveladora,Tintas e Acessórios,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
"TINTA ESMALTE ACETINADO BRANCO 3,6L",Verniz e Solvente,Tintas e Acessórios,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
CIMENTCOLA ACIII CINZA 20KG,Cimentos,Construção Civil,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
CIMENTO SACO 50KG TODAS AS OBRAS,Cimentos,Construção Civil,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
LONA COMBATE 4M PRETA LARG 80 MICRAS,"Lona, Papelão e Plástico Bolha",Construção Civil,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
PAPELAO ONDULADO 1.20CM,Solventes e Removedores,Tintas e Acessórios,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
FITA CREPE 423 48MM X 50M,Fitas,Tintas e Acessórios,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
CIMENTCOLA ACII EXTERNO CINZA 20KG,Cimentos,Construção Civil,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
GESSO CALCINADO 1KG,Gesso e Drywall,Construção Civil,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
"ELETRODUTO CORRUGADO LEVE 25MM 3/4""",Tubos e Eletrodutos,Materiais Elétricos,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
REJUNTE ACRILICO BRANCO 1KG,Produtos para Aplicação e Acabamento,Pisos e Revestimentos,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
SILICONE PU SILTANO 400GR CINZA,Adesivos e Colas,Tintas e Acessórios,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
KIT CAIXA ACOPLADA ENTRADA E SAIDA SUPERIOR,Kits para Banheiro,Banheiros,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
SIFAO TUBO EXTENSIVO UNIVERSAL 74CM BRANCO,Sifão para Pia,Materiais Hidráulicos,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
CIMENTO SACO 25KG TODAS AS OBRAS,Outros - Materiais de Construção,Construção Civil,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
PINCEL 396 2,Ferramentas   para Pintura,Ferramentas,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
LIXA MASSA GRAO 120,Acessórios e Consumíveis para Ferramentas,Ferramentas,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
REJUNTE CERAMICAS FLEXIVEL BRANCO 1KG,Acessórios para Pisos e Revestimentos,Pisos e Revestimentos,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
ESPUMA EXPANSIVA 340G/500ML,Espuma Expansiva,Construção Civil,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
ESPACADOR NIVELADOR PARA PISO 1.5MM C/ 50PC ECO,Acessórios para Pisos e Revestimentos,Pisos e Revestimentos,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
ROLO LA ANTI-GOTA 9CM,Ferramentas para Jardim,Ferramentas,13211,Curadoria Condomínios,1.0,Porto Alegre,RS,"2025-03-30"
"Eletroduto Rígido PVC Leve 1.1/4"" Branco",Tubos e Eletrodutos,Materiais Elétricos,13212,Catalogo Hidrossol,1.0,Porto Alegre,RS,"2025-03-30"
"Eletroduto Rígido PVC Leve 1"" Branco",Tubos e Eletrodutos,Materiais Elétricos,13212,Catalogo Hidrossol,1.0,Porto Alegre,RS,"2025-03-30"
"Eletroduto Rígido PVC Leve 3/4"" Branco",Tubos e Eletrodutos,Materiais Elétricos,13212,Catalogo Hidrossol,1.0,Porto Alegre,RS,"2025-03-30"
"Eletroduto Rígido PVC Leve 1.1/4"" Cinza",Tubos e Eletrodutos,Materiais Elétricos,13212,Catalogo Hidrossol,1.0,Porto Alegre,RS,"2025-03-30"
"Eletroduto Rígido PVC Leve 1"" Cinza",Tubos e Eletrodutos,Materiais Elétricos,13212,Catalogo Hidrossol,1.0,Porto Alegre,RS,"2025-03-30"
"Eletroduto Rígido PVC Leve 3/4"" Cinza",Tubos e Eletrodutos,Materiais Elétricos,13212,Catalogo Hidrossol,1.0,Porto Alegre,RS,"2025-03-30"
